review_id,author,rating,description,likes,user_images,author_profile_url,profile_picture,owner_responses,review_date,last_modified_date,company_name,ispromotional,isirrelevant,notvisited,justification
ChdDSUhNMG9nS0VJQ0FnTURvMXRXUWdBRRAB,ayowutudu,5,{'en': 'very crowded here but i got served pretty quickly after 10mins of queue. I ordered the classic mango dish with one ice cream. Tastes nice. You guys should come try it here when in SG'},0,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90ChXf9S2mAgKsccmHwOE4b5nQVpLjlSyxz_gD_yW2gPih94cqRpyyoh4ZbQsSi-v0v3ts5HTBl4ica4njceJ97buytZ5OEAMRUsGhLSWpvR_XtamjIqfD4QaPnPCX64YIBg0reI=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90D1inyy-_J3bsVCcnYNPbZAwNsqDjA8jKkWgko1lTeagZ5KB_81ClIfYG_cLw4ok1RqQCkhnwTuWfRBvuXMthP8hNmKhzHh1QhKeFAS3JnbE29tZGWo2TI_JdGQ4tw3L-53RA06=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AbMwy4Q7LSBNVxR0FOHnH25M33-BheLZl5080eafvSWwTN6ZJqg4ZONfQ75oe05WNJ70Qb4K3YEEb3Q7iHxgKzX9lWk7ww7DYCZmrDtWaOFjFiUl51pKlO2TmVjfN10K797PjH=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DuAAE-n6w7enTuW4P9dHmVYatP14WP7vvHcgMUzBCVPqnqo9J5bB9PQLkws3CBU_j34dz-pi_79ZiJNRPB2urF3dIw1icmVxZWipvHCnFl7yZl_sh24N8xquN9mXRxxKNFf2hd5g=w525-h394-p']",https://www.google.com/maps/contrib/115121588456263075519/reviews?hl=en,https://lh3.googleusercontent.com/a-/ALV-UjWjh4RUAFnMKzSy9nzQdeZ3_7fqcyaTJqOlbzChjuG8FukqN-kv=w63-h63-p-rp-mo-ba4-br100,{},2025-04-30 08:57:42,2025-08-28 08:57:42.238257+00:00,ahchews,1,0,0,Contains a call-to-action ('You guys should come try it here') encouraging others to visit the business.
ChZDSUhNMG9nS0VJQ0FnSURIdnVXUmFBEAE,Josh Kuek (#jkgourmets),5,"{'en': 'This was probably one of the oldest Chinese desserts shop in Singapore. Expanding to two shop units, compared to decades ago, now they renovated and with air-conditioned, able to serve the one whole shop unit to squeeze all customers, a bit gramp but luckily with the cooler we can enjoy the desserts.\n\nHonestly, their Chinese desserts was still keeping the good standards and quality, not just sugar sweetness but the fresh ingredients and balance taste.\n\nWith the great variety of dessert selections and price range was still the lowest among the nearby competitors.\n\nFor example the Mango Sago with Pamelo 杨支甘露, other new comers priced at $7.80 but Ah Chew Desserts priced at $5.20. It was 50% cheaper.\n\nWith the continue good taste and quality, I still prefer Ah Chew than their competitors. By that, hope they can maintain their standards in long run.\n\n💥 Welcome to my food sharing Instagram: jkgourmets. 欢迎游览我的美食IG: jkgourmets'}",0,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90BLu5pC4SL3IwuS4vkVhe8zBXnEHLc_tODOD8y8hnFP55aEfYWVIA9_6W3OyNAZm3Y7AF-e9JzXRUCp22uEfq5BpkUGZjpSHwxoELhsuO1-Dgf8Rtd6r2Zu4T0NH1G--SobHOOh=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90C3nyUV9JCEZUyOwPwk-cfgYmLSTrNNN3b9eRKIyvDc8HYc5I_IF7mD_AASuNrlgKR4YTllQw32QMr6obr7RSeKhvaqetzziJy0Jo2CugjzpmJoObTDbEsaWHpvDio84IiVjkQg=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BbUIaV4NJnwubhbW-TvgynU35hhcnhz9oNzU_qJ5SbM-Gj0RN-Mamotizfut0L1aACqQdAdj5QI8FoG97IHC6Zv1MkEn_vLGn7mm5LiGw9HoHNAxySgE0sQR2RHnzCLIfCkc9jBA=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90Bgo70j7ElUc5eqODXNp4gbBWKt53ZpqW1DJ1aChBz0a7fEitueKRU-z7SbK572rF0vOmI-7uwh4x9jPtax9FEA9y9oKystaeZ2BIp67_4hh_SQJ_XIN7hiOkdXRbPvZeHHFaar=w525-h394-p']",https://www.google.com/maps/contrib/111255682252678932891/reviews?hl=en,https://lh3.googleusercontent.com/a-/ALV-UjUqVntXY9rRgsu5esC0sYCyu4fgNk5JQ_D7N3H5uiCwLrGIVaP2=w63-h63-p-rp-mo-ba6-br100,{},2024-10-02 08:57:53,2025-08-28 08:57:53.419957+00:00,ahchews,1,0,0,Contains a promotional call-to-action for the reviewer's personal Instagram account.
ChZDSUhNMG9nS0VJQ0FnSURJNHZHN0tnEAE,Ardy Tjahjono,5,"{'en': 'A must visit desert place in Singapore. Great selections hot and cold  dessert from Durian sagoo to sesame mochi. Be sure to be prepared to queue up, specially after dinner time where it gets real crowded. Taste is wuite authentic, fast service, clean place and quite affordable. Be sure to stop by here if you’re around Novena area.\n\nIf you find my review helpful, be sure ro show some love and give it a Like 👍🏻'}",1,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90CKyLeYT1U72V5YzzhbQZodPDZg3f4pmzuUqoUMbRoStQYYAiDR69St3Dyl2UhCZjD0Pic654316p8rdToIMyGVHjU52zG93cKPIl7l6thiA8dbEkkWeIYL8llxEUimqTlfR0o=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BA3NowBANx6ik2TAN_DVNIDgVu2V2ae6PiidTPA0OoBWMHt81v2M14V7rp4KlX91snMgZ5xv6C-wZbG3UX_O2fRXt6SBOGS3hFcVXDZJAApfCe9ONWD9LuxoM1-rbaCYrOwv9H=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CMPDCtVFzTwcGJ9RkhXbDedVV91W0Ttg3IxZxYlK3m-KeK28HURqYubeUfZUq6jEGl4gihuBKlnA6P6X-QYGE7pfD_5pNvMl3aoZ2AYbIwcGrnaih1MiS1XnubV2tqHzuvtSBJ=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90D9RiGP1kHlJl_7-KKpxbwjflfm_2rEw0Nb8IEfA3flbASrhq4WuZraDGGqRizlaW_pfvVElrvGCAE2U2_i6GdbANeydVe21eV9UZf6MpoMQb3avUiTkBKffXS5LxBrxmaPZ3rlnQ=w525-h394-p']",https://www.google.com/maps/contrib/100221648554695970361/reviews?hl=en,https://lh3.googleusercontent.com/a-/ALV-UjU5ywTiPFVoNo5HiNwFlfGk1UNdYr5rYaV2X6M9duNkTrawQ5A=w63-h63-p-rp-mo-ba4-br100,{},2019-08-30 08:58:31,2025-08-28 08:58:30.832305+00:00,ahchews,1,0,0,"Contains a call-to-action asking for likes, which promotes engagement with the reviewer's content."
ChZDSUhNMG9nS0VJQ0FnSURiM1BpdVF3EAE,Joey Lin,5,"{'en': 'Dumpling Darlings is one of my ✨favourite dining spots in the Amoy area✨. The menu is highly curated and hasn’t changed much since they first opened their doors, but for good reason — there’s no need to change something that works!\n\nMy usual orders are the 🐷 Braised Pork Noodle ($8.50) and the 🥟 Dumpling Platter of 15 ($22). The latter comes with Original, Veggie, Momo, Fried Pierogi and Smoked Duck. What impresses me the most is that these are not your typical dumplings but rather, they are packed full of amazing flavours. Bonus points because every flavour comes with its own sauce! Take the Smoked Duck for instance. It comes with smoked duck, shiitake, caramelised leek, hoisin mustard, balsamic vinaigrette. My personal favourite is the Fried Pierogi — reminds me of my holidays in Poland!\n\nTheir drinks menu is quite playful, with non-alcoholic tea drinks to cocktails, craft beer and wines. Perfect way to chill out with friends in this cozy place.\n\n👉🏻 Follow me on instagram @littlemissramensg for more food reviews!'}",0,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90C8bZQMCu0JPXBRnmlFHutvCYsxjJZrkoOCYral_4tUJLzeOOOjAPttlXaJ2vWZiYlRyIs58xAZj3uAQevHa0Z5guBZ6aAKuZNppjWP_2Fu606-zTo-w6OEZmcIiShjCfLNTIBw=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90B7B4npfJK6xHYhmCMIoCzmVFwIOa0bMcFdprJWUYA9-Ui3jI1SL4tlN5IFsvxmeFaNg1_e3jqFk6v-gPYy_I1J8jXCZsPEGIxXMrY6hJ5iaXq79PDpfDM1GkjzHkY6A9wibPw=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AqEiYAjQ1PgUwKl-M31UEP4-c2ITgFsuTIrlcUI1pIpRLTVQ7XNK56LZnNMFchhrALpbAeuHzqKSzS9KooLoWOM-V8Idm6DSZsPoF9j5UYEI1woad3yh2oxBAbRDMMmqrHYI8mWQ=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DER0DJp9daOQbv3IjMgM6EdMOu_Y2N1QhyuRedgs2V__jmGUaWAzjgUy97P9a59UqypJbDemFvWgoYj7Q9KtbFXSUgmpsS8N79uCtdv4G8zuIEt0pbHcc3ELOs4d7w4INlZb9A=w525-h394-p']",https://www.google.com/maps/contrib/105940263978965068209/reviews?hl=en,https://lh3.googleusercontent.com/a-/ALV-UjUGLJRLgdypa9Iz9whKZ7pmUjCz0f-n44tkIqi8A9_Awub4Dx8=w63-h63-p-rp-mo-ba4-br100,{},2024-08-28 08:52:47,2025-08-28 08:52:47.209752+00:00,DD,1,0,0,Contains a promotional call-to-action to follow the reviewer's Instagram account for more food reviews.
ChZDSUhNMG9nS0VJQ0FnSUNlNnJialJ3EAE,Chey Yew Hwei,5,"{'en': ""Brought my parents here for a nice night out - no regrets! Excellent service, cozy ambience, and delicious food! The sour and savoury beansprout starter is well-balanced and whets the appetite. The dumplings (as the restaurant's name might suggest) are the stars of the show - the set of 15 is an excellent choice for groups, but remember to add on the crab and shrimp dumplings too! The noodles were a delightful dark horse - we ordered one bowl to start, and ended up ordering another. Drinks-wise, those shaken teas are aromatic and flavorful, and the cocktails are fun and tasty, and carry a little local flair. Cannot recommend more! Do make a reservation though, to make sure that you can secure your seats - just go to their website!\n\n(How to tell that the food was good - when you forget to take photos and just dig in...)""}",0,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90DyfaURJt0lLDSWL76iRoANGGyO0HDmbzpPZDOTGWtgx4ueH928dVBOR6ZuSpiqhHCjiz800nepZNmWCYHGY93qW04z_zYbv20ApoeSbgEF3lRnMv8g0H3s9wngJ2CUxpbOAQ4=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90Ce-ihuqPbuvqIaYMSEbfeeNSU4tQ_7Ncn4UtcVuYAU2OpzDOzRddTZhfneEOhGGWBHU7QMHV6B39H1KSZdoYGeKdtNUMWQJgB_v_3-GMD2nIsNW6biYFLiMwnSg2Dm3FlX5see=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BCr2Y5ebkUCNWM_bbIUMHlWSefTvYXVnkVg1xt2MztopLMFGAIxxpLha6ez0pl_gV0YOu0BD1z_4WqgfM_--8he0nl1iQhkxYjE42D1DXiSeXHDIPwhk4QlGYfmfuPEq_tooVd=w525-h788-p']",https://www.google.com/maps/contrib/110467136906440852273/reviews?hl=en,https://lh3.googleusercontent.com/a/ACg8ocKb0zap-8bGsSaVvkuwkdRwRfGQCBXrzFxR50kHXp3FoA8GwQ=w63-h63-p-rp-mo-ba3-br100,{},2023-08-29 08:53:03,2025-08-28 08:53:03.069856+00:00,DD,1,0,0,Contains a call-to-action 'just go to their website!' directing users to an external URL for reservations.
ChdDSUhNMG9nS0VJQ0FnSUNJN3F5bzd3RRAB,Laurence Foo,5,{'en': 'Absolutely delicious new eatery that’s just opened. Definitely check it out. Reasonably priced dumplings that taste amazing! And definitely try the dessert dumplings!'},2,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90DCAl_89-zb_SKobmNsb6VzlyhaY-K9Eqyt4gOlh77CyEHIR_2SdE_RdTQzuT66s0otveJCdfzth0dAMWTZzdtCwjNd2FX_X3pmF1AWzMqqcAtYkGIPgSYhBCRK0bnTxTp2xLniZQ=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90Dh9vowVr6B0XAQH98KIPso6msvJ7sU3E1NabaEkQug8kX-AhhzBU-_FK0wN8fow9h1L5ntn1JKZx5fYD4ZIMxnV63D0Cbpr3yb2H41lGFdzjfzrFPv5ARmU57k_osqm1TYpfWF=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BKeHG93GWxUKxrIvM2Ccfh7e4CxpjY6N-8G49W3_K6tFi6g0UPp4C4RCPGZnZjYBRQuQrYCGefWHYMBTGE3GPCZ55fgwZVAFr4DBPgcO0VZ752ZjGR0AF-rEYNR6QHBKLB5ubtSA=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BS-338MNeJCLpmCrh0OabS24TRt5tJFB-dJA-WVEkaWOxrUNzhhMGhFO3nyY62KyiD2O_w8eWU8N7tGmO6svCmvieppa1GhPUk11ovglDCjB36n7L1y3zU6vIzB18FV33_kDq8NA=w525-h394-p']",https://www.google.com/maps/contrib/103022011381904067902/reviews?hl=en,https://lh3.googleusercontent.com/a-/ALV-UjX2Zkqem1BgizfjTIuz-ujkZplWQ0rlYtWvbjfcorC75miyutySSA=w63-h63-p-rp-mo-ba4-br100,{},2019-08-30 08:53:17,2025-08-28 08:53:16.904827+00:00,DD,1,0,0,Contains a call-to-action ('Definitely check it out') encouraging others to visit the business.
ChZDSUhNMG9nS0VJQ0FnSUNvcHFXWWNBEAE,Amélie Kele,5,"{'en': 'Small place tucked along Amoy street. Make a reservation on their Facebook before going as it’s always packed. However, reservations are not possible above a certain pax. Prices were affordable, the platter of 15 dumplings (5 flavours) were $20, and noodles were $6 each (additional $1.5 for onsen egg). My favourite dumpling flavours were Fried Pierogi and Momo Curry. The Sichuan noodles were not bad too, very flavourful and not too salty/spicy, generous portion of pork. I also tried the Pear & Cheese dumpling that came with dumplings, worth a try! Overall, good experience! Service was great 10/10!'}",0,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90BcHaW_xr2M7q3V2p21oygoj_8TfhueTJESC9NzbB5459UHofwnjHOudRuMQVQnYVRTrFfkRC3s0VCGxGkmvASUAjFLgXxZjvkakFjVoe2n1FDkYuk5AXj4AEA2NlEXF0piNP-v=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CHMc0DrPZ9lbeSfCN587j7FjfCwLmlIVu6YTkDHNDrlXeYDGRWkaH7UgTZC7dgFLJ4rTUH-3amOL40u_Q4m9Z09U7AYnYBQalX80ai7p1kQEQsGqVMYKtA-d2E5LznFS8wgEdtjg=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CnJXLpHVSGxvSZmVRhby0r_GBhO6ciSRITQVHHT6pk9NBG_8GKbl8G92IKYK7qN4eB2pDKml_zs8eVgtn9Xe0KvQQMKhph5jQfnD5Nodn649A7BLD9UZm3SOMZXAD5PFtno_A-mA=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DQazC726U62An7v1Kcxc8iMGkcE-a8XaTjNEV37B4iQyL1KncsULWh5Wp0O_a9D0BRhzGgSnYM85pWtwAnh92IBeJzSKM-Z1VDODlioJe7O-54WI9BLVxgM2ip1Kb8Nr9m9HY=w525-h394-p']",https://www.google.com/maps/contrib/102162471514385739076/reviews?hl=en,https://lh3.googleusercontent.com/a-/ALV-UjW61F-z2-lpElrcb88XoW4kLcRQwfqeuo-FK55SZt3mTCCHEQKS=w63-h63-p-rp-mo-ba3-br100,{},2019-08-30 08:53:22,2025-08-28 08:53:22.415534+00:00,DD,1,0,0,Contains a call-to-action directing users to make a reservation on Facebook.
ChdDSUhNMG9nS0VJQ0FnSUQ4MTR1YXlRRRAB,Steffie Marshalina Halim,5,"{'en': 'GREAT experience here! Ordered the braised beef noodles and the sichuan noodles and they were both very good though I think the latter was more fragrant. Unlike its name, it was not actually spicy.\n\nFor dumplings, we got the platter so we could try everything. We also exchanged the veggie one with the chili dumplings and thought that was a mistake. The chili dumpling was the only one we didn’t love.\n\nAlso enjoyed the korean like beansprout side dish they served as an appetizer for free!\n\nBe sure to make a reservation from the website as the place is tiny and it gets crowded!'}",0,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90C6oTmtgNeEGwkHx6VeiDMLSKib1y4RGSLwXQlH79snV42S9ciFnyAlSAkc-CndY8aSJqIwOdetwJ5VahuA5VapSVRc-rVEyymeGqE1mxvgjqvG60A_Ts-NG4lesLQata6aBHNT=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DlfwejAo-zJimd_6370xXsLfVEIiBrvTKJjzqPdqlgatxU7ZxHnl4R6liyPxNxZ4hHohVvgN0P1sa9J39NaRiNalqeUhN8sPt3tLvmq8YkqA4uCPt10NTVyS7l1g0XYmZ_SkU5=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CYQON9xBJ8DxiYpC8gdkm0aJZ64yzDjtSdbUrIe9l1hPe1wbnvIL8J3AtZBxHyXI_pv5ueoC_5b4wTXhTXBs-H95xp0noV8RK2qlQn61yRme8neCj4POk9gqYKIW9zQJdN84TZ=w525-h788-p']",https://www.google.com/maps/contrib/103631082369793728696/reviews?hl=en,https://lh3.googleusercontent.com/a-/ALV-UjUmKO_U_MmRD2FXcMehzokQDXDXRf1hKH3eVe1Tm3efSOyFGsxzwg=w63-h63-p-rp-mo-ba4-br100,{},2020-08-29 08:53:30,2025-08-28 08:53:30.165733+00:00,DD,1,0,0,Contains a call-to-action directing users to make a reservation from the business's website.
ChZDSUhNMG9nS0VJQ0FnSUNZaDZEMmR3EAE,Zanthrea,5,"{'en': 'The dumplings are great, especially the pierrogis! Lunch set is $16 for a bowl of noodles, 4pcs dumplings and drink. Noodle portion is small. I wish the portion is bigger. Service is excellent! IG @zanthrea for more reviews'}",0,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90DpAAMn_omORHh27wifeAjbMeQjJLyKrELng5AZPGdkpbdIuozggVSOtQqbnyTcbZK7sr52XV02FoUL3PP1tWcwRuWtQpD8FqHCY7QekdwhkJX2cE5laYueu0uCNRsW0UffWRRs=w525-h788-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AtAjk6jc2QxLLxOdE74NMzokTYrNoHy11TyWEZ-QUPWed6NTGH77hbg8R2CDUh7WazoEXJRJNJbeOTyhFXNKKieHVwdWeUjh5UsjwCzKGo_m1C4V14fN329Ux17eud4VFh8SLh=w525-h394-p', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CDaXuO_fttCspoZdl3GfBBBT5c4-kK7nkmw_-ZvPfcEnA_phltBoxmzXAftOf3s1WNLLTqhGYSKB1EoDy7DL_2XDPg10rBQg56rejRwL2JfZuE-Egg6Ka3DCofA11pV_MTBvj0=w525-h394-p']",https://www.google.com/maps/contrib/105637944729486662911/reviews?hl=en,https://lh3.googleusercontent.com/a-/ALV-UjXfWqPUHJrHgPGhKOEO9ibZGbLfVl_OmN1kQj8G_97LC0ZzLVe2=w63-h63-p-rp-mo-ba5-br100,{},2019-08-30 08:54:02,2025-08-28 08:54:01.842853+00:00,DD,1,0,0,Promotes personal social media account with a call-to-action for more reviews.
ChZDSUhNMG9nS0VJQ0FnSUNJa29ldVNREAE,Shubham Gupta,5,{'en': 'Fantastic place for Hong Kong style dumplings and noodles. They also serve a great craft beer along with fresh juice cocktails. I hosted  my birthday drinks here and the staff went all out to make sure we had a good time. Each dumpling served on the table was with the perfect pot sticker crust. I wouldn’t be surprised if this place gets a Michelin recommendation anytime soon. Book in advance!'},1,[],https://www.google.com/maps/contrib/113641712381237999954/reviews?hl=en,https://lh3.googleusercontent.com/a/ACg8ocIyGPbjbEtyEQ2jnc6GSWlRISTBIFfbjADmOk45QWDLKVFoZw=w63-h63-p-rp-mo-ba3-br100,{},2019-08-30 08:54:29,2025-08-28 08:54:29.411403+00:00,DD,1,0,0,Includes a call-to-action 'Book in advance!' which is promotional.
